"scenario","name","country_code","period","tfr"
2,"Macao Special Administrative Region of China",446,"1970-1975",1.876
2,"Madagascar",450,"1970-1975",7.215
2,"Malawi",454,"1970-1975",7.346
2,"Malaysia",458,"1970-1975",4.822
2,"Maldives",462,"1970-1975",7.277
2,"Mali",466,"1970-1975",7.203
2,"Malta",470,"1970-1975",2.067
2,"Martinique",474,"1970-1975",4.042
2,"Bahrain",48,"1970-1975",6.117
2,"Mauritius",480,"1970-1975",3.611
2,"Mexico",484,"1970-1975",6.298
2,"Mongolia",496,"1970-1975",7.384
2,"Republic of Moldova",498,"1970-1975",2.562
2,"Montenegro",499,"1970-1975",2.595
2,"Bangladesh",50,"1970-1975",6.841
2,"Morocco",504,"1970-1975",6.531
2,"Mozambique",508,"1970-1975",6.724
2,"Armenia",51,"1970-1975",3.247
2,"Oman",512,"1970-1975",7.439
2,"Namibia",516,"1970-1975",6.553
2,"Nepal",524,"1970-1975",5.786
2,"Netherlands",528,"1970-1975",2.153
2,"Curaçao",531,"1970-1975",2.995
2,"Aruba",533,"1970-1975",2.71
2,"New Caledonia",540,"1970-1975",5.009
2,"Vanuatu",548,"1970-1975",6.307
2,"Central Asia",5500,"1970-1975",5.054
2,"Southern Asia",5501,"1970-1975",5.738
2,"New Zealand",554,"1970-1975",2.937
2,"Nicaragua",558,"1970-1975",6.702
2,"Belgium",56,"1970-1975",2.065
2,"Niger",562,"1970-1975",7.525
2,"Nigeria",566,"1970-1975",6.583
2,"Norway",578,"1970-1975",2.352
2,"Micronesia (Federated States of)",583,"1970-1975",6.874
2,"Pakistan",586,"1970-1975",6.806
2,"Panama",591,"1970-1975",4.888
2,"Paraguay",600,"1970-1975",5.482
2,"Peru",604,"1970-1975",6.085
2,"Philippines",608,"1970-1975",5.95
2,"Poland",616,"1970-1975",2.259
2,"Portugal",620,"1970-1975",2.864
2,"Guinea-Bissau",624,"1970-1975",6.079
2,"Timor-Leste",626,"1970-1975",5.481
2,"Puerto Rico",630,"1970-1975",3.081
2,"Qatar",634,"1970-1975",6.335
2,"Reunion",638,"1970-1975",4.12
2,"Bhutan",64,"1970-1975",6.637
2,"Romania",642,"1970-1975",2.573
2,"Russian Federation",643,"1970-1975",2.039
2,"Rwanda",646,"1970-1975",8.231
2,"Saint Lucia",662,"1970-1975",5.825
2,"Saint Vincent and the Grenadines",670,"1970-1975",5.666
2,"Sao Tome and Principe",678,"1970-1975",6.505
2,"Bolivia (Plurinational State of)",68,"1970-1975",5.921
2,"Saudi Arabia",682,"1970-1975",7.518
2,"Senegal",686,"1970-1975",7.257
2,"Serbia",688,"1970-1975",1.813
2,"Sierra Leone",694,"1970-1975",6.459
2,"Bosnia and Herzegovina",70,"1970-1975",2.649
2,"Singapore",702,"1970-1975",2.851
2,"Slovakia",703,"1970-1975",2.501
2,"Viet Nam",704,"1970-1975",6.023
2,"Slovenia",705,"1970-1975",2.152
2,"Somalia",706,"1970-1975",7.119
2,"South Africa",710,"1970-1975",5.481
2,"Zimbabwe",716,"1970-1975",7.066
2,"Botswana",72,"1970-1975",6.597
2,"Spain",724,"1970-1975",2.862
2,"South Sudan",728,"1970-1975",6.902
2,"Sudan",729,"1970-1975",7.002
2,"Suriname",740,"1970-1975",5.317
2,"Swaziland",748,"1970-1975",6.734
2,"Sweden",752,"1970-1975",1.917
2,"Switzerland",756,"1970-1975",1.922
2,"Brazil",76,"1970-1975",4.745
2,"Syrian Arab Republic",760,"1970-1975",7.605
2,"Tajikistan",762,"1970-1975",6.843
2,"Thailand",764,"1970-1975",5.118
2,"Togo",768,"1970-1975",7.113
2,"Tonga",776,"1970-1975",5.656
2,"Trinidad and Tobago",780,"1970-1975",3.522
2,"United Arab Emirates",784,"1970-1975",6.427
2,"Tunisia",788,"1970-1975",6.287
2,"Turkey",792,"1970-1975",5.446
2,"Turkmenistan",795,"1970-1975",6.208
2,"Albania",8,"1970-1975",4.886
2,"Uganda",800,"1970-1975",7.21
2,"Ukraine",804,"1970-1975",2.051
2,"The former Yugoslav Republic of Macedonia",807,"1970-1975",2.785
2,"Egypt",818,"1970-1975",5.969
2,"United Kingdom of Great Britain and Northern Ireland",826,"1970-1975",2.197
2,"United Republic of Tanzania",834,"1970-1975",6.953
2,"Belize",84,"1970-1975",6.289
2,"United States of America",840,"1970-1975",2.087
2,"Burkina Faso",854,"1970-1975",6.743
2,"Uruguay",858,"1970-1975",2.82
2,"Venezuela (Bolivarian Republic of)",862,"1970-1975",5.045
2,"Samoa",882,"1970-1975",7.17
2,"Yemen",887,"1970-1975",8.288
2,"Zambia",894,"1970-1975",7.382
2,"Solomon Islands",90,"1970-1975",7.06
2,"World",900,"1970-1975",4.548
2,"Africa",903,"1970-1975",6.706
2,"Latin America and the Caribbean",904,"1970-1975",4.98
2,"Northern America",905,"1970-1975",2.085
2,"Eastern Asia",906,"1970-1975",4.618
2,"Europe",908,"1970-1975",2.206
2,"Oceania",909,"1970-1975",3.362
2,"Eastern Africa",910,"1970-1975",7.143
2,"Middle Africa",911,"1970-1975",6.517
2,"Northern Africa",912,"1970-1975",6.525
2,"Southern Africa",913,"1970-1975",5.576
2,"Western Africa",914,"1970-1975",6.781
2,"Caribbean",915,"1970-1975",4.436
2,"Central America",916,"1970-1975",6.251
2,"South-Eastern Asia",920,"1970-1975",5.417
2,"Western Asia",922,"1970-1975",5.826
2,"Eastern Europe",923,"1970-1975",2.139
2,"Northern Europe",924,"1970-1975",2.177
2,"Southern Europe",925,"1970-1975",2.555
2,"Western Europe",926,"1970-1975",2.024
2,"Australia and New Zealand",927,"1970-1975",2.719
2,"Melanesia",928,"1970-1975",5.917
2,"South America",931,"1970-1975",4.63
2,"Asia",935,"1970-1975",5.159
2,"Micronesia",954,"1970-1975",5.504
2,"Polynesia",957,"1970-1975",5.972
2,"Bulgaria",100,"1975-1980",2.196
2,"Myanmar",104,"1975-1980",5.116
2,"Burundi",108,"1975-1980",7.261
2,"Belarus",112,"1975-1980",2.113
2,"Cambodia",116,"1975-1980",3.624
2,"Algeria",12,"1975-1980",7.222
2,"Cameroon",120,"1975-1980",6.508
2,"Canada",124,"1975-1980",1.797
2,"Cape Verde",132,"1975-1980",6.634
2,"Central African Republic",140,"1975-1980",5.975
2,"Sri Lanka",144,"1975-1980",3.736
2,"Chad",148,"1975-1980",6.892
2,"Chile",152,"1975-1980",2.989
2,"China",156,"1975-1980",3.022
2,"Taiwan Province of China",158,"1975-1980",2.817
2,"Colombia",170,"1975-1980",4.181
2,"Comoros",174,"1975-1980",7.107
2,"Congo",178,"1975-1980",6.259
2,"Democratic Republic of the Congo",180,"1975-1980",6.435
2,"Costa Rica",188,"1975-1980",3.713
2,"Croatia",191,"1975-1980",1.945
2,"Cuba",192,"1975-1980",2.244
2,"Cyprus",196,"1975-1980",2.148
2,"Czech Republic",203,"1975-1980",2.352
2,"Benin",204,"1975-1980",6.863
2,"Denmark",208,"1975-1980",1.718
2,"Dominican Republic",214,"1975-1980",4.848
2,"Ecuador",218,"1975-1980",5.135
2,"El Salvador",222,"1975-1980",5.455
2,"Equatorial Guinea",226,"1975-1980",5.8
2,"Ethiopia",231,"1975-1980",7.239
2,"Estonia",233,"1975-1980",2.038
2,"Angola",24,"1975-1980",7.477
2,"Fiji",242,"1975-1980",4.068
2,"Finland",246,"1975-1980",1.671
2,"France",250,"1975-1980",1.881
2,"French Guiana",254,"1975-1980",3.571
2,"French Polynesia",258,"1975-1980",4.315
2,"Gabon",266,"1975-1980",5.508
2,"Georgia",268,"1975-1980",2.442
2,"Gambia",270,"1975-1980",6.42
2,"Occupied Palestinian Territory",275,"1975-1980",7.383
2,"Germany",276,"1975-1980",1.493
2,"Ghana",288,"1975-1980",6.668
2,"Kiribati",296,"1975-1980",5
2,"Greece",300,"1975-1980",2.402
2,"Azerbaijan",31,"1975-1980",3.88
2,"Guadeloupe",312,"1975-1980",3.165
2,"Argentina",32,"1975-1980",3.339
2,"Guatemala",320,"1975-1980",6.315
2,"Guinea",324,"1975-1980",6.441
2,"Guyana",328,"1975-1980",4.189
2,"Haiti",332,"1975-1980",5.68
2,"Honduras",340,"1975-1980",6.691
2,"Hong Kong Special Administrative Region of China",344,"1975-1980",2.375
2,"Hungary",348,"1975-1980",2.165
2,"Iceland",352,"1975-1980",2.464
2,"India",356,"1975-1980",5.006
2,"Australia",36,"1975-1980",2.021
2,"Indonesia",360,"1975-1980",4.819
2,"Iran (Islamic Republic of)",364,"1975-1980",6.242
2,"Iraq",368,"1975-1980",6.753
2,"Ireland",372,"1975-1980",3.266
2,"Israel",376,"1975-1980",3.576
2,"Italy",380,"1975-1980",1.944
2,"Cote d'Ivoire",384,"1975-1980",7.782
2,"Jamaica",388,"1975-1980",4.127
2,"Japan",392,"1975-1980",1.832
2,"Kazakhstan",398,"1975-1980",3.256
2,"Afghanistan",4,"1975-1980",7.581
2,"Austria",40,"1975-1980",1.669
2,"Jordan",400,"1975-1980",7.683
2,"Kenya",404,"1975-1980",7.79
2,"Democratic People's Republic of Korea",408,"1975-1980",2.859
2,"Republic of Korea",410,"1975-1980",3.021
2,"Kuwait",414,"1975-1980",5.831
2,"Kyrgyzstan",417,"1975-1980",4.543
2,"Lao People's Democratic Republic",418,"1975-1980",6.296
2,"Lebanon",422,"1975-1980",4.315
2,"Lesotho",426,"1975-1980",5.877
2,"Latvia",428,"1975-1980",1.902
2,"Liberia",430,"1975-1980",6.836
2,"Bahamas",44,"1975-1980",3.139
2,"Lithuania",440,"1975-1980",2.122
2,"Luxembourg",442,"1975-1980",1.5
2,"Macao Special Administrative Region of China",446,"1975-1980",1.58
2,"Madagascar",450,"1975-1980",6.966
2,"Malawi",454,"1975-1980",7.457
2,"Malaysia",458,"1975-1980",4.309
2,"Maldives",462,"1975-1980",7.161
2,"Mali",466,"1975-1980",7.276
2,"Malta",470,"1975-1980",2.12
2,"Martinique",474,"1975-1980",2.654
2,"Bahrain",48,"1975-1980",5.303
2,"Mauritius",480,"1975-1980",3.054
2,"Mexico",484,"1975-1980",5.412
2,"Mongolia",496,"1975-1980",6.812
2,"Republic of Moldova",498,"1975-1980",2.444
2,"Montenegro",499,"1975-1980",2.296
2,"Bangladesh",50,"1975-1980",6.589
2,"Morocco",504,"1975-1980",6.017
2,"Mozambique",508,"1975-1980",6.637
2,"Armenia",51,"1975-1980",2.756
2,"Oman",512,"1975-1980",7.916
2,"Namibia",516,"1975-1980",6.437
2,"Nepal",524,"1975-1980",5.727
2,"Netherlands",528,"1975-1980",1.609
2,"Curaçao",531,"1975-1980",2.468
2,"Aruba",533,"1975-1980",2.451
2,"New Caledonia",540,"1975-1980",4.069
2,"Vanuatu",548,"1975-1980",5.944
2,"Central Asia",5500,"1975-1980",4.632
2,"Southern Asia",5501,"1975-1980",5.353
2,"New Zealand",554,"1975-1980",2.208
2,"Nicaragua",558,"1975-1980",6.293
2,"Belgium",56,"1975-1980",1.713
2,"Niger",562,"1975-1980",7.616
2,"Nigeria",566,"1975-1980",6.85
2,"Norway",578,"1975-1980",1.827
2,"Micronesia (Federated States of)",583,"1975-1980",6.493
2,"Pakistan",586,"1975-1980",6.793
2,"Panama",591,"1975-1980",4.145
2,"Paraguay",600,"1975-1980",5.126
2,"Peru",604,"1975-1980",5.44
2,"Philippines",608,"1975-1980",5.438
2,"Poland",616,"1975-1980",2.26
2,"Portugal",620,"1975-1980",2.599
2,"Guinea-Bissau",624,"1975-1980",6.262
2,"Timor-Leste",626,"1975-1980",5.126
2,"Puerto Rico",630,"1975-1980",2.861
2,"Qatar",634,"1975-1980",5.891
