"scenario","name","country_code","period","sex","e0"
2,"Bulgaria",100,"1950-1955","Male",60.4
2,"Myanmar",104,"1950-1955","Male",35.9
2,"Burundi",108,"1950-1955","Male",39.6
2,"Belarus",112,"1950-1955","Male",57.1
2,"Cambodia",116,"1950-1955","Male",37.9
2,"Algeria",12,"1950-1955","Male",40.8
2,"Cameroon",120,"1950-1955","Male",33.9
2,"Canada",124,"1950-1955","Male",66.7
2,"Cape Verde",132,"1950-1955","Male",45.8
2,"Central African Republic",140,"1950-1955","Male",34.7
2,"Sri Lanka",144,"1950-1955","Male",54.3
2,"Chad",148,"1950-1955","Male",35.1
2,"Chile",152,"1950-1955","Male",52.4
2,"China",156,"1950-1955","Male",43.6
2,"Taiwan Province of China",158,"1950-1955","Male",54.9
2,"Colombia",170,"1950-1955","Male",47.9
2,"Comoros",174,"1950-1955","Male",36.1
2,"Congo",178,"1950-1955","Male",39.1
2,"Democratic Republic of the Congo",180,"1950-1955","Male",37.7
2,"Costa Rica",188,"1950-1955","Male",53.9
2,"Croatia",191,"1950-1955","Male",57.5
2,"Cuba",192,"1950-1955","Male",59.2
2,"Cyprus",196,"1950-1955","Male",54.3
2,"Czech Republic",203,"1950-1955","Male",63.9
2,"Benin",204,"1950-1955","Male",34.8
2,"Denmark",208,"1950-1955","Male",69.6
2,"Dominican Republic",214,"1950-1955","Male",43.4
2,"Ecuador",218,"1950-1955","Male",47.9
2,"El Salvador",222,"1950-1955","Male",41.6
2,"Equatorial Guinea",226,"1950-1955","Male",38
2,"Ethiopia",231,"1950-1955","Male",34.9
2,"Estonia",233,"1950-1955","Male",63.1
2,"Angola",24,"1950-1955","Male",34.8
2,"Fiji",242,"1950-1955","Male",50.1
2,"Finland",246,"1950-1955","Male",62.7
2,"France",250,"1950-1955","Male",64.1
2,"French Guiana",254,"1950-1955","Male",47.1
2,"French Polynesia",258,"1950-1955","Male",52.7
2,"Gabon",266,"1950-1955","Male",39.6
2,"Georgia",268,"1950-1955","Male",54.2
2,"Gambia",270,"1950-1955","Male",31.2
2,"Occupied Palestinian Territory",275,"1950-1955","Male",43.9
2,"Germany",276,"1950-1955","Male",64.8
2,"Ghana",288,"1950-1955","Male",42.2
2,"Kiribati",296,"1950-1955","Male",44.4
2,"Greece",300,"1950-1955","Male",64.5
2,"Azerbaijan",31,"1950-1955","Male",49.7
2,"Guadeloupe",312,"1950-1955","Male",48.8
2,"Argentina",32,"1950-1955","Male",59.6
2,"Guatemala",320,"1950-1955","Male",40.2
2,"Guinea",324,"1950-1955","Male",34.3
2,"Guyana",328,"1950-1955","Male",49.4
2,"Haiti",332,"1950-1955","Male",36.5
2,"Honduras",340,"1950-1955","Male",41.4
2,"Hong Kong Special Administrative Region of China",344,"1950-1955","Male",55.6
2,"Hungary",348,"1950-1955","Male",61.4
2,"Iceland",352,"1950-1955","Male",69.9
2,"India",356,"1950-1955","Male",42.8
2,"Australia",36,"1950-1955","Male",66.7
2,"Indonesia",360,"1950-1955","Male",39.6
2,"Iran (Islamic Republic of)",364,"1950-1955","Male",40.4
2,"Iraq",368,"1950-1955","Male",39.1
2,"Ireland",372,"1950-1955","Male",65.4
2,"Israel",376,"1950-1955","Male",67
2,"Italy",380,"1950-1955","Male",64.4
2,"Cote d'Ivoire",384,"1950-1955","Male",31.1
2,"Jamaica",388,"1950-1955","Male",56.7
2,"Japan",392,"1950-1955","Male",60.4
2,"Kazakhstan",398,"1950-1955","Male",51.9
2,"Afghanistan",4,"1950-1955","Male",27.9
2,"Austria",40,"1950-1955","Male",63.6
2,"Jordan",400,"1950-1955","Male",42.7
2,"Kenya",404,"1950-1955","Male",38.2
2,"Democratic People's Republic of Korea",408,"1950-1955","Male",19
2,"Republic of Korea",410,"1950-1955","Male",26.6
2,"Kuwait",414,"1950-1955","Male",48.3
2,"Kyrgyzstan",417,"1950-1955","Male",49
2,"Lao People's Democratic Republic",418,"1950-1955","Male",37.9
2,"Lebanon",422,"1950-1955","Male",59.9
2,"Lesotho",426,"1950-1955","Male",42.2
2,"Latvia",428,"1950-1955","Male",64.9
2,"Liberia",430,"1950-1955","Male",37.1
2,"Bahamas",44,"1950-1955","Male",57.9
2,"Lithuania",440,"1950-1955","Male",62.9
2,"Luxembourg",442,"1950-1955","Male",64.4
2,"Macao Special Administrative Region of China",446,"1950-1955","Male",58.7
2,"Madagascar",450,"1950-1955","Male",39.3
2,"Malawi",454,"1950-1955","Male",31.8
2,"Malaysia",458,"1950-1955","Male",47.5
2,"Maldives",462,"1950-1955","Male",36.3
2,"Mali",466,"1950-1955","Male",27.8
2,"Malta",470,"1950-1955","Male",61.5
2,"Martinique",474,"1950-1955","Male",53.6
2,"Bahrain",48,"1950-1955","Male",38.2
2,"Mauritius",480,"1950-1955","Male",49.2
2,"Mexico",484,"1950-1955","Male",44.6
2,"Mongolia",496,"1950-1955","Male",37.1
2,"Republic of Moldova",498,"1950-1955","Male",52.5
2,"Montenegro",499,"1950-1955","Male",58.3
2,"Bangladesh",50,"1950-1955","Male",39.7
2,"Morocco",504,"1950-1955","Male",38.7
2,"Mozambique",508,"1950-1955","Male",36.8
2,"Armenia",51,"1950-1955","Male",56.6
2,"Oman",512,"1950-1955","Male",28.8
2,"Namibia",516,"1950-1955","Male",40.5
2,"Nepal",524,"1950-1955","Male",37.5
2,"Netherlands",528,"1950-1955","Male",70.6
2,"Curaçao",531,"1950-1955","Male",60.2
2,"Aruba",533,"1950-1955","Male",55.7
2,"New Caledonia",540,"1950-1955","Male",47.9
2,"Vanuatu",548,"1950-1955","Male",44.5
2,"Central Asia",5500,"1950-1955","Male",51
2,"Southern Asia",5501,"1950-1955","Male",41.8
2,"New Zealand",554,"1950-1955","Male",67.6
2,"Nicaragua",558,"1950-1955","Male",40.6
2,"Belgium",56,"1950-1955","Male",65.1
2,"Niger",562,"1950-1955","Male",35.5
2,"Nigeria",566,"1950-1955","Male",34.9
2,"Norway",578,"1950-1955","Male",70.9
2,"Micronesia (Federated States of)",583,"1950-1955","Male",48.6
2,"Pakistan",586,"1950-1955","Male",38.6
2,"Panama",591,"1950-1955","Male",54.8
2,"Paraguay",600,"1950-1955","Male",56.1
2,"Peru",604,"1950-1955","Male",45.6
2,"Philippines",608,"1950-1955","Male",52.8
2,"Poland",616,"1950-1955","Male",57.8
2,"Portugal",620,"1950-1955","Male",57.4
2,"Guinea-Bissau",624,"1950-1955","Male",34
2,"Timor-Leste",626,"1950-1955","Male",28.2
2,"Puerto Rico",630,"1950-1955","Male",61
2,"Qatar",634,"1950-1955","Male",51.8
2,"Reunion",638,"1950-1955","Male",46.3
2,"Bhutan",64,"1950-1955","Male",29.8
2,"Romania",642,"1950-1955","Male",60.9
2,"Russian Federation",643,"1950-1955","Male",53.9
2,"Rwanda",646,"1950-1955","Male",43
2,"Saint Lucia",662,"1950-1955","Male",48.2
2,"Saint Vincent and the Grenadines",670,"1950-1955","Male",50.2
2,"Sao Tome and Principe",678,"1950-1955","Male",39.4
2,"Bolivia (Plurinational State of)",68,"1950-1955","Male",38.9
2,"Saudi Arabia",682,"1950-1955","Male",40.3
2,"Senegal",686,"1950-1955","Male",37.2
2,"Serbia",688,"1950-1955","Male",57.9
2,"Sierra Leone",694,"1950-1955","Male",29
2,"Bosnia and Herzegovina",70,"1950-1955","Male",48.1
2,"Singapore",702,"1950-1955","Male",51.5
2,"Slovakia",703,"1950-1955","Male",61.8
2,"Viet Nam",704,"1950-1955","Male",45.8
2,"Slovenia",705,"1950-1955","Male",56.8
2,"Somalia",706,"1950-1955","Male",40.4
2,"South Africa",710,"1950-1955","Male",45.2
2,"Zimbabwe",716,"1950-1955","Male",48.1
2,"Botswana",72,"1950-1955","Male",43.4
2,"Spain",724,"1950-1955","Male",61.8
2,"South Sudan",728,"1950-1955","Male",29.8
2,"Sudan",729,"1950-1955","Male",47.7
2,"Suriname",740,"1950-1955","Male",49.6
2,"Swaziland",748,"1950-1955","Male",42
2,"Sweden",752,"1950-1955","Male",70.4
2,"Switzerland",756,"1950-1955","Male",67
2,"Brazil",76,"1950-1955","Male",46.4
2,"Syrian Arab Republic",760,"1950-1955","Male",44.4
2,"Tajikistan",762,"1950-1955","Male",48.8
2,"Thailand",764,"1950-1955","Male",42.4
2,"Togo",768,"1950-1955","Male",39.9
2,"Tonga",776,"1950-1955","Male",52.8
2,"Trinidad and Tobago",780,"1950-1955","Male",55.5
2,"United Arab Emirates",784,"1950-1955","Male",39.5
2,"Tunisia",788,"1950-1955","Male",37.6
2,"Turkey",792,"1950-1955","Male",44.9
2,"Turkmenistan",795,"1950-1955","Male",46.4
2,"Albania",8,"1950-1955","Male",42.6
2,"Uganda",800,"1950-1955","Male",38.5
2,"Ukraine",804,"1950-1955","Male",59.3
2,"The former Yugoslav Republic of Macedonia",807,"1950-1955","Male",48.5
2,"Egypt",818,"1950-1955","Male",35.9
2,"United Kingdom of Great Britain and Northern Ireland",826,"1950-1955","Male",66.7
2,"United Republic of Tanzania",834,"1950-1955","Male",40.4
2,"Belize",84,"1950-1955","Male",49.2
2,"United States of America",840,"1950-1955","Male",65.8
2,"Burkina Faso",854,"1950-1955","Male",32.8
2,"Uruguay",858,"1950-1955","Male",63.2
2,"Venezuela (Bolivarian Republic of)",862,"1950-1955","Male",50.3
2,"Samoa",882,"1950-1955","Male",49.4
2,"Yemen",887,"1950-1955","Male",29.8
2,"Zambia",894,"1950-1955","Male",44.6
2,"Solomon Islands",90,"1950-1955","Male",39.8
2,"World",900,"1950-1955","Male",46.3
2,"Africa",903,"1950-1955","Male",37.2
2,"Latin America and the Caribbean",904,"1950-1955","Male",47.7
2,"Northern America",905,"1950-1955","Male",65.8
2,"Eastern Asia",906,"1950-1955","Male",43.9
2,"Europe",908,"1950-1955","Male",61.1
2,"Oceania",909,"1950-1955","Male",59.4
2,"Eastern Africa",910,"1950-1955","Male",37.7
2,"Middle Africa",911,"1950-1955","Male",36.2
2,"Northern Africa",912,"1950-1955","Male",38.6
2,"Southern Africa",913,"1950-1955","Male",44.8
2,"Western Africa",914,"1950-1955","Male",34.7
2,"Caribbean",915,"1950-1955","Male",50.7
2,"Central America",916,"1950-1955","Male",44.2
2,"South-Eastern Asia",920,"1950-1955","Male",42.1
2,"Western Asia",922,"1950-1955","Male",43.4
2,"Eastern Europe",923,"1950-1955","Male",57
2,"Northern Europe",924,"1950-1955","Male",66.8
2,"Southern Europe",925,"1950-1955","Male",60.9
2,"Western Europe",926,"1950-1955","Male",65
2,"Australia and New Zealand",927,"1950-1955","Male",66.8
2,"Melanesia",928,"1950-1955","Male",39.7
2,"South America",931,"1950-1955","Male",48.5
2,"Asia",935,"1950-1955","Male",42.8
2,"Micronesia",954,"1950-1955","Male",51
2,"Polynesia",957,"1950-1955","Male",50.7
2,"Bulgaria",100,"1950-1955","Female",63.7
2,"Myanmar",104,"1950-1955","Female",38.8
2,"Burundi",108,"1950-1955","Female",42.4
2,"Belarus",112,"1950-1955","Female",64.9
2,"Cambodia",116,"1950-1955","Female",41.3
2,"Algeria",12,"1950-1955","Female",43.5
2,"Cameroon",120,"1950-1955","Female",36.5
2,"Canada",124,"1950-1955","Female",71.5
2,"Cape Verde",132,"1950-1955","Female",49.6
2,"Central African Republic",140,"1950-1955","Female",37.3
2,"Sri Lanka",144,"1950-1955","Female",57.6
2,"Chad",148,"1950-1955","Female",38.1
2,"Chile",152,"1950-1955","Female",55.6
2,"China",156,"1950-1955","Female",47.1
2,"Taiwan Province of China",158,"1950-1955","Female",59.3
2,"Colombia",170,"1950-1955","Female",52.5
2,"Comoros",174,"1950-1955","Female",36.5
2,"Congo",178,"1950-1955","Female",43.8
2,"Democratic Republic of the Congo",180,"1950-1955","Female",40
2,"Costa Rica",188,"1950-1955","Female",57
2,"Croatia",191,"1950-1955","Female",63
2,"Cuba",192,"1950-1955","Female",62.6
2,"Cyprus",196,"1950-1955","Female",63
2,"Czech Republic",203,"1950-1955","Female",68.8
2,"Benin",204,"1950-1955","Female",36.2
2,"Denmark",208,"1950-1955","Female",72.3
2,"Dominican Republic",214,"1950-1955","Female",47.4
2,"Ecuador",218,"1950-1955","Female",51.2
2,"El Salvador",222,"1950-1955","Female",45.4
2,"Equatorial Guinea",226,"1950-1955","Female",41.2
2,"Ethiopia",231,"1950-1955","Female",39.1
2,"Estonia",233,"1950-1955","Female",70.7
2,"Angola",24,"1950-1955","Female",38.3
2,"Fiji",242,"1950-1955","Female",51.6
2,"Finland",246,"1950-1955","Female",69.4
2,"France",250,"1950-1955","Female",70
2,"French Guiana",254,"1950-1955","Female",53.3
2,"French Polynesia",258,"1950-1955","Female",55.3
2,"Gabon",266,"1950-1955","Female",42.4
2,"Georgia",268,"1950-1955","Female",62.5
2,"Gambia",270,"1950-1955","Female",33.2
2,"Occupied Palestinian Territory",275,"1950-1955","Female",48.8
2,"Germany",276,"1950-1955","Female",69.9
2,"Ghana",288,"1950-1955","Female",46.3
2,"Kiribati",296,"1950-1955","Female",47.1
2,"Greece",300,"1950-1955","Female",68.8
2,"Azerbaijan",31,"1950-1955","Female",57.7
2,"Guadeloupe",312,"1950-1955","Female",53.9
2,"Argentina",32,"1950-1955","Female",65.2
2,"Guatemala",320,"1950-1955","Female",40.9
2,"Guinea",324,"1950-1955","Female",37
2,"Guyana",328,"1950-1955","Female",53.8
2,"Haiti",332,"1950-1955","Female",41.2
2,"Honduras",340,"1950-1955","Female",45.4
2,"Hong Kong Special Administrative Region of China",344,"1950-1955","Female",65.4
2,"Hungary",348,"1950-1955","Female",65.7
2,"Iceland",352,"1950-1955","Female",74.3
2,"India",356,"1950-1955","Female",41.1
2,"Australia",36,"1950-1955","Female",72.2
2,"Indonesia",360,"1950-1955","Female",41.9
2,"Iran (Islamic Republic of)",364,"1950-1955","Female",38.4
2,"Iraq",368,"1950-1955","Female",45.4
2,"Ireland",372,"1950-1955","Female",68.1
2,"Israel",376,"1950-1955","Female",69.5
2,"Italy",380,"1950-1955","Female",68.1
2,"Cote d'Ivoire",384,"1950-1955","Female",35
2,"Jamaica",388,"1950-1955","Female",59.7
2,"Japan",392,"1950-1955","Female",63.9
2,"Kazakhstan",398,"1950-1955","Female",61.3
2,"Afghanistan",4,"1950-1955","Female",29.3
2,"Austria",40,"1950-1955","Female",68.8
2,"Jordan",400,"1950-1955","Female",43.1
2,"Kenya",404,"1950-1955","Female",41.6
2,"Democratic People's Republic of Korea",408,"1950-1955","Female",32.5
2,"Republic of Korea",410,"1950-1955","Female",41.8
2,"Kuwait",414,"1950-1955","Female",51.8
2,"Kyrgyzstan",417,"1950-1955","Female",56.8
2,"Lao People's Democratic Republic",418,"1950-1955","Female",40.4
2,"Lebanon",422,"1950-1955","Female",63.8
2,"Lesotho",426,"1950-1955","Female",48.9
2,"Latvia",428,"1950-1955","Female",72
2,"Liberia",430,"1950-1955","Female",40.5
2,"Bahamas",44,"1950-1955","Female",63.4
2,"Lithuania",440,"1950-1955","Female",68.9
2,"Luxembourg",442,"1950-1955","Female",68.9
2,"Macao Special Administrative Region of China",446,"1950-1955","Female",62.4
2,"Madagascar",450,"1950-1955","Female",41.2
2,"Malawi",454,"1950-1955","Female",34.2
2,"Malaysia",458,"1950-1955","Female",50.5
2,"Maldives",462,"1950-1955","Female",37.7
2,"Mali",466,"1950-1955","Female",29.1
2,"Malta",470,"1950-1955","Female",64.9
2,"Martinique",474,"1950-1955","Female",57.7
2,"Bahrain",48,"1950-1955","Female",39.5
2,"Mauritius",480,"1950-1955","Female",53.3
2,"Mexico",484,"1950-1955","Female",48
2,"Mongolia",496,"1950-1955","Female",42.3
2,"Republic of Moldova",498,"1950-1955","Female",61.5
2,"Montenegro",499,"1950-1955","Female",62.1
2,"Bangladesh",50,"1950-1955","Female",39.4
2,"Morocco",504,"1950-1955","Female",40.6
2,"Mozambique",508,"1950-1955","Female",39.1
2,"Armenia",51,"1950-1955","Female",62.6
2,"Oman",512,"1950-1955","Female",32.5
2,"Namibia",516,"1950-1955","Female",44.4
2,"Nepal",524,"1950-1955","Female",38.1
2,"Netherlands",528,"1950-1955","Female",73.2
2,"Curaçao",531,"1950-1955","Female",64
2,"Aruba",533,"1950-1955","Female",61.6
2,"New Caledonia",540,"1950-1955","Female",52.6
2,"Vanuatu",548,"1950-1955","Female",45.9
2,"Central Asia",5500,"1950-1955","Female",58.3
2,"Southern Asia",5501,"1950-1955","Female",40.3
2,"New Zealand",554,"1950-1955","Female",72
2,"Nicaragua",558,"1950-1955","Female",42.8
2,"Belgium",56,"1950-1955","Female",70.2
2,"Niger",562,"1950-1955","Female",36.6
2,"Nigeria",566,"1950-1955","Female",37.4
2,"Norway",578,"1950-1955","Female",74.4
2,"Micronesia (Federated States of)",583,"1950-1955","Female",52.6
2,"Pakistan",586,"1950-1955","Female",35.8
2,"Panama",591,"1950-1955","Female",57.9
2,"Paraguay",600,"1950-1955","Female",61.2
2,"Peru",604,"1950-1955","Female",47.8
2,"Philippines",608,"1950-1955","Female",56
2,"Poland",616,"1950-1955","Female",63
2,"Portugal",620,"1950-1955","Female",62.6
2,"Guinea-Bissau",624,"1950-1955","Female",37.8
2,"Timor-Leste",626,"1950-1955","Female",31.5
2,"Puerto Rico",630,"1950-1955","Female",64.3
2,"Qatar",634,"1950-1955","Female",55.9
2,"Reunion",638,"1950-1955","Female",52.7
2,"Bhutan",64,"1950-1955","Female",31.6
2,"Romania",642,"1950-1955","Female",64
2,"Russian Federation",643,"1950-1955","Female",62.8
2,"Rwanda",646,"1950-1955","Female",44.1
2,"Saint Lucia",662,"1950-1955","Female",50
2,"Saint Vincent and the Grenadines",670,"1950-1955","Female",53.1
2,"Sao Tome and Principe",678,"1950-1955","Female",40.7
2,"Bolivia (Plurinational State of)",68,"1950-1955","Female",43
2,"Saudi Arabia",682,"1950-1955","Female",43.3
2,"Senegal",686,"1950-1955","Female",37.2
2,"Serbia",688,"1950-1955","Female",60.3
2,"Sierra Leone",694,"1950-1955","Female",31.8
2,"Bosnia and Herzegovina",70,"1950-1955","Female",54.5
2,"Singapore",702,"1950-1955","Female",56.3
2,"Slovakia",703,"1950-1955","Female",65.6
2,"Viet Nam",704,"1950-1955","Female",56.5
2,"Slovenia",705,"1950-1955","Female",62
2,"Somalia",706,"1950-1955","Female",43.2
2,"South Africa",710,"1950-1955","Female",45.1
2,"Zimbabwe",716,"1950-1955","Female",52.3
2,"Botswana",72,"1950-1955","Female",48.2
2,"Spain",724,"1950-1955","Female",66.4
2,"South Sudan",728,"1950-1955","Female",34.9
2,"Sudan",729,"1950-1955","Female",47.3
2,"Suriname",740,"1950-1955","Female",54
2,"Swaziland",748,"1950-1955","Female",45
2,"Sweden",752,"1950-1955","Female",73.2
2,"Switzerland",756,"1950-1955","Female",71.7
2,"Brazil",76,"1950-1955","Female",51.7
2,"Syrian Arab Republic",760,"1950-1955","Female",46.1
2,"Tajikistan",762,"1950-1955","Female",53.7
2,"Thailand",764,"1950-1955","Female",47.3
2,"Togo",768,"1950-1955","Female",42.4
2,"Tonga",776,"1950-1955","Female",57.2
2,"Trinidad and Tobago",780,"1950-1955","Female",58.4
2,"United Arab Emirates",784,"1950-1955","Female",45.6
2,"Tunisia",788,"1950-1955","Female",39.7
2,"Turkey",792,"1950-1955","Female",50.6
2,"Turkmenistan",795,"1950-1955","Female",54.5
2,"Albania",8,"1950-1955","Female",49.8
2,"Uganda",800,"1950-1955","Female",41.7
2,"Ukraine",804,"1950-1955","Female",66.2
2,"The former Yugoslav Republic of Macedonia",807,"1950-1955","Female",50.6
2,"Egypt",818,"1950-1955","Female",39.1
2,"United Kingdom of Great Britain and Northern Ireland",826,"1950-1955","Female",71.8
2,"United Republic of Tanzania",834,"1950-1955","Female",42.9
2,"Belize",84,"1950-1955","Female",53.7
2,"United States of America",840,"1950-1955","Female",71.7
2,"Burkina Faso",854,"1950-1955","Female",34.6
2,"Uruguay",858,"1950-1955","Female",69.4
2,"Venezuela (Bolivarian Republic of)",862,"1950-1955","Female",54.8
2,"Samoa",882,"1950-1955","Female",48.8
2,"Yemen",887,"1950-1955","Female",34.3
2,"Zambia",894,"1950-1955","Female",46.9
2,"Solomon Islands",90,"1950-1955","Female",43.8
2,"World",900,"1950-1955","Female",49.7
2,"Africa",903,"1950-1955","Female",39.7
2,"Latin America and the Caribbean",904,"1950-1955","Female",52
2,"Northern America",905,"1950-1955","Female",71.7
2,"Eastern Asia",906,"1950-1955","Female",48.3
2,"Europe",908,"1950-1955","Female",66.6
2,"Oceania",909,"1950-1955","Female",64.8
2,"Eastern Africa",910,"1950-1955","Female",41
2,"Middle Africa",911,"1950-1955","Female",39
2,"Northern Africa",912,"1950-1955","Female",40.9
2,"Southern Africa",913,"1950-1955","Female",45.3
2,"Western Africa",914,"1950-1955","Female",37
2,"Caribbean",915,"1950-1955","Female",54.3
2,"Central America",916,"1950-1955","Female",47.3
2,"South-Eastern Asia",920,"1950-1955","Female",46
2,"Western Asia",922,"1950-1955","Female",48.7
2,"Eastern Europe",923,"1950-1955","Female",63.8
2,"Northern Europe",924,"1950-1955","Female",71.6
2,"Southern Europe",925,"1950-1955","Female",65.2
2,"Western Europe",926,"1950-1955","Female",70.2
2,"Australia and New Zealand",927,"1950-1955","Female",72.1
2,"Melanesia",928,"1950-1955","Female",43.1
2,"South America",931,"1950-1955","Female",53.4
2,"Asia",935,"1950-1955","Female",45.1
2,"Micronesia",954,"1950-1955","Female",54.4
2,"Polynesia",957,"1950-1955","Female",51.9
2,"Bulgaria",100,"1955-1960","Male",64.7
2,"Myanmar",104,"1955-1960","Male",40.5
2,"Burundi",108,"1955-1960","Male",40.8
2,"Belarus",112,"1955-1960","Male",62.6
2,"Cambodia",116,"1955-1960","Male",39.4
2,"Algeria",12,"1955-1960","Male",37.6
2,"Cameroon",120,"1955-1960","Male",36.7
2,"Canada",124,"1955-1960","Male",67.7
2,"Cape Verde",132,"1955-1960","Male",47
2,"Central African Republic",140,"1955-1960","Male",36.7
2,"Sri Lanka",144,"1955-1960","Male",56.6
2,"Chad",148,"1955-1960","Male",36.2
2,"Chile",152,"1955-1960","Male",53.6
2,"China",156,"1955-1960","Male",44.5
2,"Taiwan Province of China",158,"1955-1960","Male",58.5
2,"Colombia",170,"1955-1960","Male",52.4
2,"Comoros",174,"1955-1960","Male",38.2
2,"Congo",178,"1955-1960","Male",43
2,"Democratic Republic of the Congo",180,"1955-1960","Male",39
2,"Costa Rica",188,"1955-1960","Male",57
2,"Croatia",191,"1955-1960","Male",60.9
2,"Cuba",192,"1955-1960","Male",61.3
2,"Cyprus",196,"1955-1960","Male",58
2,"Czech Republic",203,"1955-1960","Male",66.7
2,"Benin",204,"1955-1960","Male",36.4
2,"Denmark",208,"1955-1960","Male",70.4
2,"Dominican Republic",214,"1955-1960","Male",46.4
2,"Ecuador",218,"1955-1960","Male",50.1
2,"El Salvador",222,"1955-1960","Male",44.5
2,"Equatorial Guinea",226,"1955-1960","Male",39.4
2,"Ethiopia",231,"1955-1960","Male",34.2
2,"Estonia",233,"1955-1960","Male",64.2
2,"Angola",24,"1955-1960","Male",35.7
2,"Fiji",242,"1955-1960","Male",54.6
2,"Finland",246,"1955-1960","Male",64.6
2,"France",250,"1955-1960","Male",65.9
2,"French Guiana",254,"1955-1960","Male",49.8
2,"French Polynesia",258,"1955-1960","Male",57
2,"Gabon",266,"1955-1960","Male",43.1
2,"Georgia",268,"1955-1960","Male",56
2,"Gambia",270,"1955-1960","Male",32.4
2,"Occupied Palestinian Territory",275,"1955-1960","Male",45.4
2,"Germany",276,"1955-1960","Male",66.2
2,"Ghana",288,"1955-1960","Male",44.2
2,"Kiribati",296,"1955-1960","Male",45.4
2,"Greece",300,"1955-1960","Male",65.9
2,"Azerbaijan",31,"1955-1960","Male",50.6
2,"Guadeloupe",312,"1955-1960","Male",55
2,"Argentina",32,"1955-1960","Male",60.6
2,"Guatemala",320,"1955-1960","Male",42.7
2,"Guinea",324,"1955-1960","Male",34.9
2,"Guyana",328,"1955-1960","Male",53.9
2,"Haiti",332,"1955-1960","Male",40.1
2,"Honduras",340,"1955-1960","Male",44.2
2,"Hong Kong Special Administrative Region of China",344,"1955-1960","Male",59.2
2,"Hungary",348,"1955-1960","Male",64.6
2,"Iceland",352,"1955-1960","Male",70.8
2,"India",356,"1955-1960","Male",44.7
2,"Australia",36,"1955-1960","Male",67.5
2,"Indonesia",360,"1955-1960","Male",43.1
2,"Iran (Islamic Republic of)",364,"1955-1960","Male",43
2,"Iraq",368,"1955-1960","Male",45.9
2,"Ireland",372,"1955-1960","Male",67.3
2,"Israel",376,"1955-1960","Male",68.2
2,"Italy",380,"1955-1960","Male",66.1
2,"Cote d'Ivoire",384,"1955-1960","Male",34.4
2,"Jamaica",388,"1955-1960","Male",60.4
2,"Japan",392,"1955-1960","Male",64.1
2,"Kazakhstan",398,"1955-1960","Male",52.9
2,"Afghanistan",4,"1955-1960","Male",30.3
2,"Austria",40,"1955-1960","Male",64.8
2,"Jordan",400,"1955-1960","Male",48.9
2,"Kenya",404,"1955-1960","Male",43.9
2,"Democratic People's Republic of Korea",408,"1955-1960","Male",50.4
2,"Republic of Korea",410,"1955-1960","Male",49.5
2,"Kuwait",414,"1955-1960","Male",52.7
2,"Kyrgyzstan",417,"1955-1960","Male",50.4
2,"Lao People's Democratic Republic",418,"1955-1960","Male",39.2
2,"Lebanon",422,"1955-1960","Male",61.1
2,"Lesotho",426,"1955-1960","Male",45.2
2,"Latvia",428,"1955-1960","Male",65.6
2,"Liberia",430,"1955-1960","Male",36.9
2,"Bahamas",44,"1955-1960","Male",59.2
2,"Lithuania",440,"1955-1960","Male",64.3
2,"Luxembourg",442,"1955-1960","Male",65.2
2,"Macao Special Administrative Region of China",446,"1955-1960","Male",61.7
2,"Madagascar",450,"1955-1960","Male",41
2,"Malawi",454,"1955-1960","Male",32.8
2,"Malaysia",458,"1955-1960","Male",52.5
2,"Maldives",462,"1955-1960","Male",36.7
2,"Mali",466,"1955-1960","Male",28.6
2,"Malta",470,"1955-1960","Male",64.8
2,"Martinique",474,"1955-1960","Male",56.7
2,"Bahrain",48,"1955-1960","Male",44.1
2,"Mauritius",480,"1955-1960","Male",51.7
2,"Mexico",484,"1955-1960","Male",50.6
2,"Mongolia",496,"1955-1960","Male",39.4
2,"Republic of Moldova",498,"1955-1960","Male",55.2
2,"Montenegro",499,"1955-1960","Male",60.9
2,"Bangladesh",50,"1955-1960","Male",43.5
2,"Morocco",504,"1955-1960","Male",40.9
2,"Mozambique",508,"1955-1960","Male",38.8
2,"Armenia",51,"1955-1960","Male",57.6
2,"Oman",512,"1955-1960","Male",31
2,"Namibia",516,"1955-1960","Male",43.6
2,"Nepal",524,"1955-1960","Male",38
2,"Netherlands",528,"1955-1960","Male",71.2
2,"Curaçao",531,"1955-1960","Male",62.5
2,"Aruba",533,"1955-1960","Male",59.4
2,"New Caledonia",540,"1955-1960","Male",51.3
2,"Vanuatu",548,"1955-1960","Male",47.5
2,"Central Asia",5500,"1955-1960","Male",52.1
2,"Southern Asia",5501,"1955-1960","Male",44.2
2,"New Zealand",554,"1955-1960","Male",68.2
2,"Nicaragua",558,"1955-1960","Male",43.6
2,"Belgium",56,"1955-1960","Male",66.7
2,"Niger",562,"1955-1960","Male",35.7
2,"Nigeria",566,"1955-1960","Male",35.7
2,"Norway",578,"1955-1960","Male",71.5
2,"Micronesia (Federated States of)",583,"1955-1960","Male",52
2,"Pakistan",586,"1955-1960","Male",43.7
2,"Panama",591,"1955-1960","Male",57
2,"Paraguay",600,"1955-1960","Male",57.2
2,"Peru",604,"1955-1960","Male",47.6
2,"Philippines",608,"1955-1960","Male",56.2
2,"Poland",616,"1955-1960","Male",61.6
2,"Portugal",620,"1955-1960","Male",59.3
2,"Guinea-Bissau",624,"1955-1960","Male",35
