"scenario","name","country_code","period","sex","e0"
2,"Puerto Rico",630,"1975-1980","Female",76.6
2,"Qatar",634,"1975-1980","Female",71.5
2,"Reunion",638,"1975-1980","Female",71
2,"Bhutan",64,"1975-1980","Female",46.9
2,"Romania",642,"1975-1980","Female",71.7
2,"Russian Federation",643,"1975-1980","Female",72.1
2,"Rwanda",646,"1975-1980","Female",45.9
2,"Saint Lucia",662,"1975-1980","Female",69.2
2,"Saint Vincent and the Grenadines",670,"1975-1980","Female",71.9
2,"Sao Tome and Principe",678,"1975-1980","Female",60.7
2,"Bolivia (Plurinational State of)",68,"1975-1980","Female",51.2
2,"Saudi Arabia",682,"1975-1980","Female",61.5
2,"Senegal",686,"1975-1980","Female",47
2,"Serbia",688,"1975-1980","Female",71.4
2,"Sierra Leone",694,"1975-1980","Female",43.4
2,"Bosnia and Herzegovina",70,"1975-1980","Female",73.1
2,"Singapore",702,"1975-1980","Female",74.5
2,"Slovakia",703,"1975-1980","Female",74.2
2,"Viet Nam",704,"1975-1980","Female",69.4
2,"Slovenia",705,"1975-1980","Female",74
2,"Somalia",706,"1975-1980","Female",47.5
2,"South Africa",710,"1975-1980","Female",61.8
2,"Zimbabwe",716,"1975-1980","Female",59.5
2,"Botswana",72,"1975-1980","Female",61.8
2,"Spain",724,"1975-1980","Female",77.2
2,"South Sudan",728,"1975-1980","Female",37.9
2,"Sudan",729,"1975-1980","Female",54.9
2,"Suriname",740,"1975-1980","Female",64.4
2,"Swaziland",748,"1975-1980","Female",57.2
2,"Sweden",752,"1975-1980","Female",78.4
2,"Switzerland",756,"1975-1980","Female",78.5
2,"Brazil",76,"1975-1980","Female",62.8
2,"Syrian Arab Republic",760,"1975-1980","Female",65.6
2,"Tajikistan",762,"1975-1980","Female",61.5
2,"Thailand",764,"1975-1980","Female",65.9
2,"Togo",768,"1975-1980","Female",50.9
2,"Tonga",776,"1975-1980","Female",69.8
2,"Trinidad and Tobago",780,"1975-1980","Female",69.5
2,"United Arab Emirates",784,"1975-1980","Female",69.7
2,"Tunisia",788,"1975-1980","Female",63.2
2,"Turkey",792,"1975-1980","Female",64.4
2,"Turkmenistan",795,"1975-1980","Female",63.4
2,"Albania",8,"1975-1980","Female",71.3
2,"Uganda",800,"1975-1980","Female",48.7
2,"Ukraine",804,"1975-1980","Female",73.6
2,"The former Yugoslav Republic of Macedonia",807,"1975-1980","Female",70.4
2,"Egypt",818,"1975-1980","Female",56.3
2,"United Kingdom of Great Britain and Northern Ireland",826,"1975-1980","Female",76
2,"United Republic of Tanzania",834,"1975-1980","Female",51.9
2,"Belize",84,"1975-1980","Female",68.5
2,"United States of America",840,"1975-1980","Female",77.1
2,"Burkina Faso",854,"1975-1980","Female",45.4
2,"Uruguay",858,"1975-1980","Female",73.6
2,"Venezuela (Bolivarian Republic of)",862,"1975-1980","Female",70.4
2,"Samoa",882,"1975-1980","Female",66.9
2,"Yemen",887,"1975-1980","Female",49.6
2,"Zambia",894,"1975-1980","Female",56
2,"Solomon Islands",90,"1975-1980","Female",63.7
2,"World",900,"1975-1980","Female",61.5
2,"Africa",903,"1975-1980","Female",49.8
2,"Latin America and the Caribbean",904,"1975-1980","Female",65
2,"Northern America",905,"1975-1980","Female",77.2
2,"Eastern Asia",906,"1975-1980","Female",66.4
2,"Europe",908,"1975-1980","Female",74.6
2,"Oceania",909,"1975-1980","Female",73.1
2,"Eastern Africa",910,"1975-1980","Female",48.6
2,"Middle Africa",911,"1975-1980","Female",47
2,"Northern Africa",912,"1975-1980","Female",55.3
2,"Southern Africa",913,"1975-1980","Female",61.5
2,"Western Africa",914,"1975-1980","Female",46.2
2,"Caribbean",915,"1975-1980","Female",65.6
2,"Central America",916,"1975-1980","Female",65.3
2,"South-Eastern Asia",920,"1975-1980","Female",60.5
2,"Western Asia",922,"1975-1980","Female",63.8
2,"Eastern Europe",923,"1975-1980","Female",72.8
2,"Northern Europe",924,"1975-1980","Female",76.3
2,"Southern Europe",925,"1975-1980","Female",75.7
2,"Western Europe",926,"1975-1980","Female",76.4
2,"Australia and New Zealand",927,"1975-1980","Female",76.9
2,"Melanesia",928,"1975-1980","Female",60.3
2,"South America",931,"1975-1980","Female",64.9
2,"Asia",935,"1975-1980","Female",59.4
2,"Micronesia",954,"1975-1980","Female",66.4
2,"Polynesia",957,"1975-1980","Female",67.4
2,"Bulgaria",100,"1980-1985","Male",68.5
2,"Myanmar",104,"1980-1985","Male",52.7
2,"Burundi",108,"1980-1985","Male",45.7
2,"Belarus",112,"1980-1985","Male",65.4
2,"Cambodia",116,"1980-1985","Male",44.4
2,"Algeria",12,"1980-1985","Male",55.9
2,"Cameroon",120,"1980-1985","Male",50.8
2,"Canada",124,"1980-1985","Male",72.4
2,"Cape Verde",132,"1980-1985","Male",60.9
2,"Central African Republic",140,"1980-1985","Male",48.6
2,"Sri Lanka",144,"1980-1985","Male",66.9
2,"Chad",148,"1980-1985","Male",41.5
2,"Chile",152,"1980-1985","Male",66.8
2,"China",156,"1980-1985","Male",63.2
2,"Taiwan Province of China",158,"1980-1985","Male",70.3
2,"Colombia",170,"1980-1985","Male",64.7
2,"Comoros",174,"1980-1985","Male",50.4
2,"Congo",178,"1980-1985","Male",54.1
2,"Democratic Republic of the Congo",180,"1980-1985","Male",45.1
2,"Costa Rica",188,"1980-1985","Male",72.6
2,"Croatia",191,"1980-1985","Male",65.7
2,"Cuba",192,"1980-1985","Male",71.3
2,"Cyprus",196,"1980-1985","Male",69.8
2,"Czech Republic",203,"1980-1985","Male",67.1
2,"Benin",204,"1980-1985","Male",46.3
2,"Denmark",208,"1980-1985","Male",71.4
2,"Dominican Republic",214,"1980-1985","Male",60.6
2,"Ecuador",218,"1980-1985","Male",62
2,"El Salvador",222,"1980-1985","Male",43.2
2,"Equatorial Guinea",226,"1980-1985","Male",46.9
2,"Ethiopia",231,"1980-1985","Male",38.2
2,"Estonia",233,"1980-1985","Male",64
2,"Angola",24,"1980-1985","Male",39.6
2,"Fiji",242,"1980-1985","Male",61
2,"Finland",246,"1980-1985","Male",70
2,"France",250,"1980-1985","Male",70.6
2,"French Guiana",254,"1980-1985","Male",63.5
2,"French Polynesia",258,"1980-1985","Male",67.8
2,"Gabon",266,"1980-1985","Male",56.4
2,"Georgia",268,"1980-1985","Male",63.6
2,"Gambia",270,"1980-1985","Male",44.4
2,"Occupied Palestinian Territory",275,"1980-1985","Male",61.8
2,"Germany",276,"1980-1985","Male",70.2
2,"Ghana",288,"1980-1985","Male",49.7
2,"Kiribati",296,"1980-1985","Male",56.1
2,"Greece",300,"1980-1985","Male",72.7
2,"Azerbaijan",31,"1980-1985","Male",57.6
2,"Guadeloupe",312,"1980-1985","Male",67.5
2,"Argentina",32,"1980-1985","Male",65.2
2,"Guatemala",320,"1980-1985","Male",52.1
2,"Guinea",324,"1980-1985","Male",42.5
2,"Guyana",328,"1980-1985","Male",58.9
2,"Haiti",332,"1980-1985","Male",49.3
2,"Honduras",340,"1980-1985","Male",59.8
2,"Hong Kong Special Administrative Region of China",344,"1980-1985","Male",72.7
2,"Hungary",348,"1980-1985","Male",65.3
2,"Iceland",352,"1980-1985","Male",73.7
2,"India",356,"1980-1985","Male",54.5
2,"Australia",36,"1980-1985","Male",71.7
2,"Indonesia",360,"1980-1985","Male",58.1
2,"Iran (Islamic Republic of)",364,"1980-1985","Male",55.4
2,"Iraq",368,"1980-1985","Male",53.7
2,"Ireland",372,"1980-1985","Male",70.4
2,"Israel",376,"1980-1985","Male",72.7
2,"Italy",380,"1980-1985","Male",71.4
2,"Cote d'Ivoire",384,"1980-1985","Male",50.8
2,"Jamaica",388,"1980-1985","Male",68.8
2,"Japan",392,"1980-1985","Male",74.1
2,"Kazakhstan",398,"1980-1985","Male",58.3
2,"Afghanistan",4,"1980-1985","Male",35.3
2,"Austria",40,"1980-1985","Male",69.4
2,"Jordan",400,"1980-1985","Male",66
2,"Kenya",404,"1980-1985","Male",58.7
2,"Democratic People's Republic of Korea",408,"1980-1985","Male",63.5
2,"Republic of Korea",410,"1980-1985","Male",62.6
2,"Kuwait",414,"1980-1985","Male",70.1
2,"Kyrgyzstan",417,"1980-1985","Male",58.4
2,"Lao People's Democratic Republic",418,"1980-1985","Male",48.4
2,"Lebanon",422,"1980-1985","Male",50.7
2,"Lesotho",426,"1980-1985","Male",53.2
2,"Latvia",428,"1980-1985","Male",63.7
2,"Liberia",430,"1980-1985","Male",43.7
2,"Bahamas",44,"1980-1985","Male",65.3
2,"Lithuania",440,"1980-1985","Male",65.4
2,"Luxembourg",442,"1980-1985","Male",69.2
2,"Macao Special Administrative Region of China",446,"1980-1985","Male",72.2
2,"Madagascar",450,"1980-1985","Male",48.5
2,"Malawi",454,"1980-1985","Male",43.3
2,"Malaysia",458,"1980-1985","Male",67.3
2,"Maldives",462,"1980-1985","Male",56.9
2,"Mali",466,"1980-1985","Male",41
2,"Malta",470,"1980-1985","Male",70.6
2,"Martinique",474,"1980-1985","Male",68.3
2,"Bahrain",48,"1980-1985","Male",70.6
2,"Mauritius",480,"1980-1985","Male",63.5
2,"Mexico",484,"1980-1985","Male",62.5
2,"Mongolia",496,"1980-1985","Male",53.6
2,"Republic of Moldova",498,"1980-1985","Male",61.9
2,"Montenegro",499,"1980-1985","Male",68.3
2,"Bangladesh",50,"1980-1985","Male",53.6
2,"Morocco",504,"1980-1985","Male",55.7
2,"Mozambique",508,"1980-1985","Male",38.6
2,"Armenia",51,"1980-1985","Male",63.4
2,"Oman",512,"1980-1985","Male",60.9
2,"Namibia",516,"1980-1985","Male",52.7
2,"Nepal",524,"1980-1985","Male",49
2,"Netherlands",528,"1980-1985","Male",72.8
2,"Curaçao",531,"1980-1985","Male",68.9
2,"Aruba",533,"1980-1985","Male",68.3
2,"New Caledonia",540,"1980-1985","Male",63.7
2,"Vanuatu",548,"1980-1985","Male",60.5
2,"Central Asia",5500,"1980-1985","Male",58.7
2,"Southern Asia",5501,"1980-1985","Male",54.4
2,"New Zealand",554,"1980-1985","Male",70.7
2,"Nicaragua",558,"1980-1985","Male",53.6
2,"Belgium",56,"1980-1985","Male",70.5
2,"Niger",562,"1980-1985","Male",39.6
2,"Nigeria",566,"1980-1985","Male",45.4
2,"Norway",578,"1980-1985","Male",72.7
2,"Micronesia (Federated States of)",583,"1980-1985","Male",61.7
2,"Pakistan",586,"1980-1985","Male",57.4
2,"Panama",591,"1980-1985","Male",67.6
2,"Paraguay",600,"1980-1985","Male",63.8
2,"Peru",604,"1980-1985","Male",57.6
2,"Philippines",608,"1980-1985","Male",61.1
2,"Poland",616,"1980-1985","Male",66.6
2,"Portugal",620,"1980-1985","Male",68.8
2,"Guinea-Bissau",624,"1980-1985","Male",42.4
2,"Timor-Leste",626,"1980-1985","Male",25.5
2,"Puerto Rico",630,"1980-1985","Male",69.6
2,"Qatar",634,"1980-1985","Male",70.7
2,"Reunion",638,"1980-1985","Male",64.9
2,"Bhutan",64,"1980-1985","Male",48.9
2,"Romania",642,"1980-1985","Male",66.3
2,"Russian Federation",643,"1980-1985","Male",60.7
2,"Rwanda",646,"1980-1985","Male",48.8
2,"Saint Lucia",662,"1980-1985","Male",67.1
2,"Saint Vincent and the Grenadines",670,"1980-1985","Male",69.2
2,"Sao Tome and Principe",678,"1980-1985","Male",57.8
2,"Bolivia (Plurinational State of)",68,"1980-1985","Male",50.7
2,"Saudi Arabia",682,"1980-1985","Male",63.1
2,"Senegal",686,"1980-1985","Male",49.1
2,"Serbia",688,"1980-1985","Male",65.6
2,"Sierra Leone",694,"1980-1985","Male",42.1
2,"Bosnia and Herzegovina",70,"1980-1985","Male",67.5
2,"Singapore",702,"1980-1985","Male",69.7
2,"Slovakia",703,"1980-1985","Male",66.8
2,"Viet Nam",704,"1980-1985","Male",62.7
2,"Slovenia",705,"1980-1985","Male",66.4
2,"Somalia",706,"1980-1985","Male",46.5
2,"South Africa",710,"1980-1985","Male",58
2,"Zimbabwe",716,"1980-1985","Male",57.6
2,"Botswana",72,"1980-1985","Male",58.7
2,"Spain",724,"1980-1985","Male",72.9
2,"South Sudan",728,"1980-1985","Male",35.4
2,"Sudan",729,"1980-1985","Male",48.9
2,"Suriname",740,"1980-1985","Male",59.8
2,"Swaziland",748,"1980-1985","Male",56.8
2,"Sweden",752,"1980-1985","Male",73.4
2,"Switzerland",756,"1980-1985","Male",72.7
2,"Brazil",76,"1980-1985","Male",60.5
2,"Syrian Arab Republic",760,"1980-1985","Male",63.6
2,"Tajikistan",762,"1980-1985","Male",57.4
2,"Thailand",764,"1980-1985","Male",61.7
2,"Togo",768,"1980-1985","Male",50.7
2,"Tonga",776,"1980-1985","Male",62.8
2,"Trinidad and Tobago",780,"1980-1985","Male",65.2
2,"United Arab Emirates",784,"1980-1985","Male",68.1
2,"Tunisia",788,"1980-1985","Male",63.5
2,"Turkey",792,"1980-1985","Male",60.5
2,"Turkmenistan",795,"1980-1985","Male",58.3
2,"Albania",8,"1980-1985","Male",68.4
2,"Uganda",800,"1980-1985","Male",39.1
2,"Ukraine",804,"1980-1985","Male",63.8
2,"The former Yugoslav Republic of Macedonia",807,"1980-1985","Male",67.7
2,"Egypt",818,"1980-1985","Male",56.1
2,"United Kingdom of Great Britain and Northern Ireland",826,"1980-1985","Male",71.1
2,"United Republic of Tanzania",834,"1980-1985","Male",49.2
2,"Belize",84,"1980-1985","Male",66.7
2,"United States of America",840,"1980-1985","Male",70.7
2,"Burkina Faso",854,"1980-1985","Male",46.2
2,"Uruguay",858,"1980-1985","Male",67.6
2,"Venezuela (Bolivarian Republic of)",862,"1980-1985","Male",67.5
2,"Samoa",882,"1980-1985","Male",62.5
2,"Yemen",887,"1980-1985","Male",50.6
2,"Zambia",894,"1980-1985","Male",51.7
2,"Solomon Islands",90,"1980-1985","Male",61
2,"World",900,"1980-1985","Male",58.9
2,"Africa",903,"1980-1985","Male",48
2,"Latin America and the Caribbean",904,"1980-1985","Male",61.4
2,"Northern America",905,"1980-1985","Male",70.8
2,"Eastern Asia",906,"1980-1985","Male",64.4
2,"Europe",908,"1980-1985","Male",67.3
2,"Oceania",909,"1980-1985","Male",67.9
2,"Eastern Africa",910,"1980-1985","Male",44.8
2,"Middle Africa",911,"1980-1985","Male",45.2
2,"Northern Africa",912,"1980-1985","Male",55.3
2,"Southern Africa",913,"1980-1985","Male",57.7
2,"Western Africa",914,"1980-1985","Male",45.7
2,"Caribbean",915,"1980-1985","Male",62.7
2,"Central America",916,"1980-1985","Male",60.3
2,"South-Eastern Asia",920,"1980-1985","Male",58.9
2,"Western Asia",922,"1980-1985","Male",59.7
2,"Eastern Europe",923,"1980-1985","Male",63.2
2,"Northern Europe",924,"1980-1985","Male",70.7
2,"Southern Europe",925,"1980-1985","Male",70.6
2,"Western Europe",926,"1980-1985","Male",70.6
2,"Australia and New Zealand",927,"1980-1985","Male",71.5
2,"Melanesia",928,"1980-1985","Male",57.6
2,"South America",931,"1980-1985","Male",61.6
2,"Asia",935,"1980-1985","Male",58.9
2,"Micronesia",954,"1980-1985","Male",61.8
2,"Polynesia",957,"1980-1985","Male",64.4
2,"Bulgaria",100,"1980-1985","Female",74.2
2,"Myanmar",104,"1980-1985","Female",57.4
2,"Burundi",108,"1980-1985","Female",48.5
2,"Belarus",112,"1980-1985","Female",74.6
2,"Cambodia",116,"1980-1985","Female",53.2
2,"Algeria",12,"1980-1985","Female",59.1
2,"Cameroon",120,"1980-1985","Female",53.4
2,"Canada",124,"1980-1985","Female",79.3
2,"Cape Verde",132,"1980-1985","Female",62.2
2,"Central African Republic",140,"1980-1985","Female",51.9
2,"Sri Lanka",144,"1980-1985","Female",73.1
2,"Chad",148,"1980-1985","Female",46.2
2,"Chile",152,"1980-1985","Female",73.3
2,"China",156,"1980-1985","Female",67.8
2,"Taiwan Province of China",158,"1980-1985","Female",75.2
2,"Colombia",170,"1980-1985","Female",70.4
2,"Comoros",174,"1980-1985","Female",53.5
2,"Congo",178,"1980-1985","Female",60.1
2,"Democratic Republic of the Congo",180,"1980-1985","Female",46.8
2,"Costa Rica",188,"1980-1985","Female",76.3
2,"Croatia",191,"1980-1985","Female",73.8
2,"Cuba",192,"1980-1985","Female",75.3
2,"Cyprus",196,"1980-1985","Female",74.5
2,"Czech Republic",203,"1980-1985","Female",74.3
2,"Benin",204,"1980-1985","Female",51.4
2,"Denmark",208,"1980-1985","Female",77.5
2,"Dominican Republic",214,"1980-1985","Female",64.9
2,"Ecuador",218,"1980-1985","Female",66.5
2,"El Salvador",222,"1980-1985","Female",60.4
2,"Equatorial Guinea",226,"1980-1985","Female",50.1
2,"Ethiopia",231,"1980-1985","Female",42.5
2,"Estonia",233,"1980-1985","Female",74.4
2,"Angola",24,"1980-1985","Female",45.7
2,"Fiji",242,"1980-1985","Female",65.7
2,"Finland",246,"1980-1985","Female",78.4
2,"France",250,"1980-1985","Female",78.8
2,"French Guiana",254,"1980-1985","Female",71.7
2,"French Polynesia",258,"1980-1985","Female",70.5
2,"Gabon",266,"1980-1985","Female",59.9
2,"Georgia",268,"1980-1985","Female",71.5
2,"Gambia",270,"1980-1985","Female",47.8
2,"Occupied Palestinian Territory",275,"1980-1985","Female",65.2
2,"Germany",276,"1980-1985","Female",76.7
2,"Ghana",288,"1980-1985","Female",53.4
2,"Kiribati",296,"1980-1985","Female",59.3
2,"Greece",300,"1980-1985","Female",77.9
2,"Azerbaijan",31,"1980-1985","Female",65.2
2,"Guadeloupe",312,"1980-1985","Female",74.6
2,"Argentina",32,"1980-1985","Female",73.1
2,"Guatemala",320,"1980-1985","Female",60.4
2,"Guinea",324,"1980-1985","Female",45.2
2,"Guyana",328,"1980-1985","Female",64.2
2,"Haiti",332,"1980-1985","Female",51.7
2,"Honduras",340,"1980-1985","Female",63.5
2,"Hong Kong Special Administrative Region of China",344,"1980-1985","Female",78.6
2,"Hungary",348,"1980-1985","Female",73
2,"Iceland",352,"1980-1985","Female",79.8
2,"India",356,"1980-1985","Female",55.1
2,"Australia",36,"1980-1985","Female",78.6
2,"Indonesia",360,"1980-1985","Female",61.5
2,"Iran (Islamic Republic of)",364,"1980-1985","Female",62.6
2,"Iraq",368,"1980-1985","Female",67.9
2,"Ireland",372,"1980-1985","Female",76
2,"Israel",376,"1980-1985","Female",76
2,"Italy",380,"1980-1985","Female",78.1
2,"Cote d'Ivoire",384,"1980-1985","Female",55.1
2,"Jamaica",388,"1980-1985","Female",71.2
2,"Japan",392,"1980-1985","Female",79.6
2,"Kazakhstan",398,"1980-1985","Female",68.4
2,"Afghanistan",4,"1980-1985","Female",40.9
2,"Austria",40,"1980-1985","Female",76.6
2,"Jordan",400,"1980-1985","Female",68.4
2,"Kenya",404,"1980-1985","Female",62.3
2,"Democratic People's Republic of Korea",408,"1980-1985","Female",70.1
2,"Republic of Korea",410,"1980-1985","Female",72.4
2,"Kuwait",414,"1980-1985","Female",73.6
2,"Kyrgyzstan",417,"1980-1985","Female",65.3
2,"Lao People's Democratic Republic",418,"1980-1985","Female",50.3
2,"Lebanon",422,"1980-1985","Female",63
2,"Lesotho",426,"1980-1985","Female",62.4
2,"Latvia",428,"1980-1985","Female",74.4
2,"Liberia",430,"1980-1985","Female",46.6
2,"Bahamas",44,"1980-1985","Female",71.9
2,"Lithuania",440,"1980-1985","Female",75.9
2,"Luxembourg",442,"1980-1985","Female",76.2
2,"Macao Special Administrative Region of China",446,"1980-1985","Female",76.4
2,"Madagascar",450,"1980-1985","Female",50.9
2,"Malawi",454,"1980-1985","Female",47.9
2,"Malaysia",458,"1980-1985","Female",71.4
2,"Maldives",462,"1980-1985","Female",57.8
2,"Mali",466,"1980-1985","Female",42.3
2,"Malta",470,"1980-1985","Female",73.9
2,"Martinique",474,"1980-1985","Female",74.9
2,"Bahrain",48,"1980-1985","Female",72.8
2,"Mauritius",480,"1980-1985","Female",70.4
2,"Mexico",484,"1980-1985","Female",69.9
2,"Mongolia",496,"1980-1985","Female",58.4
2,"Republic of Moldova",498,"1980-1985","Female",69.2
2,"Montenegro",499,"1980-1985","Female",75.1
2,"Bangladesh",50,"1980-1985","Female",51.7
2,"Morocco",504,"1980-1985","Female",58.2
2,"Mozambique",508,"1980-1985","Female",42.5
2,"Armenia",51,"1980-1985","Female",70.2
2,"Oman",512,"1980-1985","Female",65.3
2,"Namibia",516,"1980-1985","Female",62.9
2,"Nepal",524,"1980-1985","Female",48.9
2,"Netherlands",528,"1980-1985","Female",79.5
2,"Curaçao",531,"1980-1985","Female",73.6
2,"Aruba",533,"1980-1985","Female",75.4
2,"New Caledonia",540,"1980-1985","Female",70.9
2,"Vanuatu",548,"1980-1985","Female",65.4
2,"Central Asia",5500,"1980-1985","Female",66.4
2,"Southern Asia",5501,"1980-1985","Female",55.3
2,"New Zealand",554,"1980-1985","Female",76.9
2,"Nicaragua",558,"1980-1985","Female",61.7
2,"Belgium",56,"1980-1985","Female",77.2
2,"Niger",562,"1980-1985","Female",40
2,"Nigeria",566,"1980-1985","Female",47.6
2,"Norway",578,"1980-1985","Female",79.5
2,"Micronesia (Federated States of)",583,"1980-1985","Female",68.6
2,"Pakistan",586,"1980-1985","Female",59.9
2,"Panama",591,"1980-1985","Female",72.6
2,"Paraguay",600,"1980-1985","Female",67
2,"Peru",604,"1980-1985","Female",62.7
2,"Philippines",608,"1980-1985","Female",64.7
2,"Poland",616,"1980-1985","Female",74.8
2,"Portugal",620,"1980-1985","Female",75.9
2,"Guinea-Bissau",624,"1980-1985","Female",46.3
2,"Timor-Leste",626,"1980-1985","Female",39.3
2,"Puerto Rico",630,"1980-1985","Female",77.5
2,"Qatar",634,"1980-1985","Female",73
2,"Reunion",638,"1980-1985","Female",74
2,"Bhutan",64,"1980-1985","Female",51.1
2,"Romania",642,"1980-1985","Female",72.1
2,"Russian Federation",643,"1980-1985","Female",72.1
2,"Rwanda",646,"1980-1985","Female",51.6
2,"Saint Lucia",662,"1980-1985","Female",71.1
2,"Saint Vincent and the Grenadines",670,"1980-1985","Female",72.1
2,"Sao Tome and Principe",678,"1980-1985","Female",61.3
2,"Bolivia (Plurinational State of)",68,"1980-1985","Female",53.3
2,"Saudi Arabia",682,"1980-1985","Female",65.9
2,"Senegal",686,"1980-1985","Female",52
2,"Serbia",688,"1980-1985","Female",71.7
2,"Sierra Leone",694,"1980-1985","Female",44.9
2,"Bosnia and Herzegovina",70,"1980-1985","Female",74.2
2,"Singapore",702,"1980-1985","Female",75.5
2,"Slovakia",703,"1980-1985","Female",74.6
2,"Viet Nam",704,"1980-1985","Female",71.2
2,"Slovenia",705,"1980-1985","Female",74.7
2,"Somalia",706,"1980-1985","Female",49.3
2,"South Africa",710,"1980-1985","Female",64.3
2,"Zimbabwe",716,"1980-1985","Female",62.2
2,"Botswana",72,"1980-1985","Female",64.4
2,"Spain",724,"1980-1985","Female",79.2
2,"South Sudan",728,"1980-1985","Female",38
2,"Sudan",729,"1980-1985","Female",53.1
2,"Suriname",740,"1980-1985","Female",65.4
2,"Swaziland",748,"1980-1985","Female",60.4
2,"Sweden",752,"1980-1985","Female",79.4
2,"Switzerland",756,"1980-1985","Female",79.4
2,"Brazil",76,"1980-1985","Female",65.3
2,"Syrian Arab Republic",760,"1980-1985","Female",68.1
2,"Tajikistan",762,"1980-1985","Female",62.1
2,"Thailand",764,"1980-1985","Female",69.2
2,"Togo",768,"1980-1985","Female",53.7
2,"Tonga",776,"1980-1985","Female",70.5
2,"Trinidad and Tobago",780,"1980-1985","Female",70.2
2,"United Arab Emirates",784,"1980-1985","Female",72.6
2,"Tunisia",788,"1980-1985","Female",67.7
2,"Turkey",792,"1980-1985","Female",67.3
2,"Turkmenistan",795,"1980-1985","Female",65
2,"Albania",8,"1980-1985","Female",73.8
2,"Uganda",800,"1980-1985","Female",48
2,"Ukraine",804,"1980-1985","Female",73.7
2,"The former Yugoslav Republic of Macedonia",807,"1980-1985","Female",71.8
2,"Egypt",818,"1980-1985","Female",59.9
2,"United Kingdom of Great Britain and Northern Ireland",826,"1980-1985","Female",77
2,"United Republic of Tanzania",834,"1980-1985","Female",53.8
2,"Belize",84,"1980-1985","Female",69.7
2,"United States of America",840,"1980-1985","Female",78
2,"Burkina Faso",854,"1980-1985","Female",48.7
2,"Uruguay",858,"1980-1985","Female",75.1
2,"Venezuela (Bolivarian Republic of)",862,"1980-1985","Female",72.3
2,"Samoa",882,"1980-1985","Female",69
2,"Yemen",887,"1980-1985","Female",54.9
2,"Zambia",894,"1980-1985","Female",55.4
2,"Solomon Islands",90,"1980-1985","Female",66.9
2,"World",900,"1980-1985","Female",63.8
2,"Africa",903,"1980-1985","Female",51.6
2,"Latin America and the Caribbean",904,"1980-1985","Female",67.3
2,"Northern America",905,"1980-1985","Female",78.1
2,"Eastern Asia",906,"1980-1985","Female",69.4
2,"Europe",908,"1980-1985","Female",75.3
2,"Oceania",909,"1980-1985","Female",74.7
2,"Eastern Africa",910,"1980-1985","Female",49.3
2,"Middle Africa",911,"1980-1985","Female",48.3
2,"Northern Africa",912,"1980-1985","Female",59
2,"Southern Africa",913,"1980-1985","Female",64.1
2,"Western Africa",914,"1980-1985","Female",48.2
2,"Caribbean",915,"1980-1985","Female",66.7
2,"Central America",916,"1980-1985","Female",68.1
2,"South-Eastern Asia",920,"1980-1985","Female",63.8
2,"Western Asia",922,"1980-1985","Female",66.6
2,"Eastern Europe",923,"1980-1985","Female",72.9
2,"Northern Europe",924,"1980-1985","Female",77.2
2,"Southern Europe",925,"1980-1985","Female",77.1
2,"Western Europe",926,"1980-1985","Female",77.6
2,"Australia and New Zealand",927,"1980-1985","Female",78.3
2,"Melanesia",928,"1980-1985","Female",62.4
2,"South America",931,"1980-1985","Female",67.1
2,"Asia",935,"1980-1985","Female",62.4
2,"Micronesia",954,"1980-1985","Female",68
2,"Polynesia",957,"1980-1985","Female",69.9
2,"Bulgaria",100,"1985-1990","Male",68.3
2,"Myanmar",104,"1985-1990","Male",53.7
2,"Burundi",108,"1985-1990","Male",44.5
2,"Belarus",112,"1985-1990","Male",65.8
2,"Cambodia",116,"1985-1990","Male",49.6
2,"Algeria",12,"1985-1990","Male",64.5
2,"Cameroon",120,"1985-1990","Male",53.3
2,"Canada",124,"1985-1990","Male",73.5
2,"Cape Verde",132,"1985-1990","Male",62
2,"Central African Republic",140,"1985-1990","Male",48.6
2,"Sri Lanka",144,"1985-1990","Male",67.3
2,"Chad",148,"1985-1990","Male",42.5
2,"Chile",152,"1985-1990","Male",69.1
2,"China",156,"1985-1990","Male",65
2,"Taiwan Province of China",158,"1985-1990","Male",71.3
2,"Colombia",170,"1985-1990","Male",64.5
2,"Comoros",174,"1985-1990","Male",53.3
2,"Congo",178,"1985-1990","Male",54.6
2,"Democratic Republic of the Congo",180,"1985-1990","Male",46.4
2,"Costa Rica",188,"1985-1990","Male",73.9
2,"Croatia",191,"1985-1990","Male",67.6
2,"Cuba",192,"1985-1990","Male",71.9
2,"Cyprus",196,"1985-1990","Male",71
2,"Czech Republic",203,"1985-1990","Male",67.8
2,"Benin",204,"1985-1990","Male",48.9
2,"Denmark",208,"1985-1990","Male",71.8
2,"Dominican Republic",214,"1985-1990","Male",63
2,"Ecuador",218,"1985-1990","Male",64.7
2,"El Salvador",222,"1985-1990","Male",53.2
2,"Equatorial Guinea",226,"1985-1990","Male",48.6
2,"Ethiopia",231,"1985-1990","Male",40.3
2,"Estonia",233,"1985-1990","Male",65.2
2,"Angola",24,"1985-1990","Male",38.7
2,"Fiji",242,"1985-1990","Male",62.6
2,"Finland",246,"1985-1990","Male",70.6
2,"France",250,"1985-1990","Male",71.9
2,"French Guiana",254,"1985-1990","Male",66
2,"French Polynesia",258,"1985-1990","Male",71.5
2,"Gabon",266,"1985-1990","Male",58.3
2,"Georgia",268,"1985-1990","Male",64
